단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
119500,KR7119500007,포메탈,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4040,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,115341,500,20100917,11847,6012340000,12,,0,,N,N,696,20,17,17,4,20221231,478,,N,N,N
119610,KR7119610004,인터로조,ST,2,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,35200,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,69087,500,20100728,13216,6608239000,12,,0,,N,N,312,83,82,60,13,20230331,4652,,N,N,N
119830,KR7119830008,아이텍,ST,3,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10290,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,109440,500,20101026,21434,10717148500,12,,0,,N,N,150,-44,-21,-21,-4,20230331,2205,,N,N,N
119850,KR7119850006,지엔씨에너지,ST,3,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5410,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,360389,500,20131002,16448,8374454500,12,,0,,N,N,286,14,17,14,5,20230331,889,,N,N,N
119860,KR7119860005,커넥트웨이브,ST,1,1007,1017,1034,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,13630,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,63278,500,20110124,46747,23373591500,12,,0,,N,N,1224,103,89,58,4,20230331,6371,,N,N,Y
120240,KR7120240007,대정화금,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17600,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,23572,500,20101220,7190,3595195500,12,,0,,N,N,966,116,168,137,10,20221231,1265,,N,N,N
121440,KR7121440002,골프존뉴딘홀딩스,ST,2,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5130,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,77428,500,20110520,42836,21418409000,12,,0,,N,N,927,128,110,101,6,20230331,2197,,N,N,N
121600,KR7121600001,나노신소재,ST,1,0,1009,1023,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,143100,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,224206,500,20110209,10848,5424166500,12,,0,,N,Y,177,20,48,45,9,20230331,15523,,N,N,Y
121800,KR7121800007,비덴트,ST,2,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,3320,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20111201,58292,29146469000,12,,0,,N,N,30,-8,61,21,1,20230331,1935,,N,N,N
121850,KR7121850002,코이즈,ST,3,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2780,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,269593,500,20120927,30614,15307087500,12,,0,,N,N,34,-13,-12,-12,-26,20230331,851,,N,N,N
121890,KR7121890008,에스디시스템,ST,3,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,739,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20100716,12686,6343060000,12,,0,,N,N,225,-7,-6,-6,-7,20221231,93,,N,N,N
122310,KR7122310006,제노레이,ST,3,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7520,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,34940,500,20180528,14553,7276922000,12,,0,,N,N,193,16,20,21,10,20230331,1094,,N,N,N
122350,KR7122350002,삼기,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,143865,100,20100319,38339,3833942800,12,,0,,N,N,1299,23,10,-9,-5,20230331,1188,,N,N,N
122450,KR7122450000,KX,ST,2,1007,1016,1033,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4990,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,50541,500,20110525,45335,22768238500,12,,0,,N,N,673,30,-2,-25,-4,20230331,2262,,N,N,N
122640,KR7122640006,예스티,ST,3,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12390,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,443143,500,20151216,18051,9025925000,12,,0,,N,N,148,-12,-7,-6,-2,20230331,2236,,N,N,N
122690,KR7122690001,서진오토모티브,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3860,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,202820,500,20100525,21228,10614065500,12,,0,,N,N,5693,165,143,108,16,20230331,819,,N,N,N
122870,KR7122870009,와이지엔터테인먼트,ST,1,0,1015,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,91100,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,426092,500,20111123,18667,9333569500,12,,0,,N,Y,1575,326,417,313,24,20230331,17005,,N,N,Y
122990,KR7122990005,와이솔,ST,2,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7370,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,70706,500,20100910,28186,14093470500,12,,0,,N,N,959,37,83,63,7,20230331,2077,,N,N,N
123010,KR7123010001,아이윈플러스,ST,3,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2390,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,74313,500,20160720,32526,16263482000,12,,0,,N,N,79,-37,-40,-40,-29,20230331,777,,N,N,N
123040,KR7123040008,엠에스오토텍,ST,2,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5870,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,217277,500,20100806,44859,22429879500,12,,0,,N,N,5685,440,437,298,7,20230331,2633,,N,N,N
123330,KR7123330003,제닉,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4660,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,20819,500,20110803,7000,3500000000,12,,0,,N,N,63,-7,-8,-8,-21,20230331,326,,N,N,N
123410,KR7123410003,코리아에프티,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3645,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,579390,100,20100827,27841,2784106400,12,,0,,N,N,1576,115,123,108,29,20230331,1014,,N,N,N
123420,KR7123420002,위메이드플레이,ST,3,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,58365,500,20101110,11469,5734921000,12,,0,,N,N,306,-4,-6,-7,-1,20230331,1284,,N,N,N
123570,KR7123570004,이엠넷,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3575,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,24446,500,20111125,22276,11138039000,12,,0,,N,N,80,1,8,6,4,20230331,796,,N,N,N
123750,KR7123750002,알톤스포츠,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4360,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,50409,500,20100702,12746,6373148500,12,,0,,N,N,119,7,7,10,14,20230331,555,,N,N,N
123840,KR7123840001,한일진공,ST,3,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,459,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2249735,100,20101005,101259,10125909500,12,,0,,N,N,18,-19,103,103,83,20230331,464,,N,N,N
123860,KR7123860009,아나패스,ST,2,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,22800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,109116,500,20101105,11716,5881430500,12,,0,,N,N,433,-70,-102,-131,-30,20221231,2671,,N,N,N
124500,KR7124500000,아이티센,ST,3,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4080,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,88123,500,20141223,20306,10153466500,12,,0,,N,N,6048,8,-12,-5,-3,20230331,828,,N,N,N
124560,KR7124560004,태웅로직스,ST,3,0,1013,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4400,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,104627,100,20191210,38416,3841658400,12,,0,,N,N,1865,84,93,74,14,20230331,1690,,N,N,N
125210,KR7125210005,아모그린텍,ST,2,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,16470,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,328896,500,20190329,16496,8248395000,12,,0,,N,N,1421,88,78,114,23,20221231,2717,,N,N,N
126340,KR7126340009,비나텍,ST,2,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,62600,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,24526,500,20200923,5803,2901698500,12,,0,,N,N,122,-5,3,5,3,20230331,3632,,N,N,N
126600,KR7126600006,BGF에코머티리얼즈,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7330,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,115736,500,20101112,40869,20434507000,12,,0,,N,N,664,46,60,18,4,20230331,2995,,N,N,N
126640,KR7126640002,화신정공,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1867,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,178363,100,20100831,36373,3637388700,12,,0,,N,N,3179,93,88,71,7,20221231,679,,N,N,N
126700,KR7126700004,하이비젼시스템,ST,2,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,21100,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,104305,500,20100910,14942,7471056000,12,,0,,N,N,371,44,64,62,6,20230331,3152,,N,N,N
126880,KR7126880004,제이엔케이히터,ST,3,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6520,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,306232,500,20110131,23204,11602451500,12,,0,,N,N,1971,69,74,74,7,20221231,1512,,N,N,N
127120,KR7127120004,디엔에이링크,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,3655,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15524,500,20111226,17093,8546846000,12,,0,,N,N,40,-22,-14,-14,-21,20230331,624,,N,N,N
127710,KR7127710002,아시아경제,ST,3,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1620,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,20544,500,20150731,34904,17452041000,12,,0,,N,N,228,-43,-35,-33,-7,20230331,565,,N,N,N
127980,KR7127980001,화인써키트,ST,0,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,15630,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,2688202,100,20230217,11366,1136623200,12,,0,,N,N,644,41,44,36,12,20221231,1776,,N,N,N
128540,KR7128540002,에코캡,ST,3,0,1009,1030,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4430,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,104432,100,20181205,26690,2669046000,12,,0,,N,N,348,11,19,22,10,20230331,1182,,N,N,N
128660,KR7128660008,피제이메탈,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4700,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,14429902,500,20101213,24803,12401684500,12,,0,,N,N,2690,104,74,58,10,20221231,1165,,N,N,N
129890,KR7129890000,앱코,ST,3,1007,1018,1039,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4840,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32823,500,20201202,10128,5064341000,12,,0,,N,N,827,-155,-168,-176,-27,20221231,490,,N,N,N
129920,KR7129920005,대성하이텍,ST,3,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10230,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,159125,100,20220822,13715,1616945300,12,,0,,N,N,203,2,6,2,2,20230331,1403,,N,N,N
130500,KR7130500002,GH신소재,ST,3,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3620,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,58334,500,20130802,14545,7272526000,12,,0,,N,N,212,-1,-4,-5,0,20230331,526,,N,N,N
130580,KR7130580004,나이스디앤비,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6790,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,6207,500,20111222,15400,7700000000,12,,0,,N,N,195,15,22,17,8,20230331,1045,,N,N,N
130740,KR7130740004,티피씨글로벌,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3245,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,113005,500,20110208,11276,5638339500,12,,0,,N,N,179,-11,-37,-36,-3,20230331,365,,N,N,N
131030,KR7131030009,옵투스제약,ST,3,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5960,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,25375,500,20101203,16153,8282398500,12,,0,,N,N,587,53,68,50,4,20221231,962,,N,N,N
131090,KR7131090003,시큐브,ST,3,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1066,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,81240,100,20111221,44000,4400000000,12,,0,,N,N,19,-2,3,3,3,20230331,469,,N,N,N
131100,KR7131100000,초록뱀이앤엠,ST,3,1007,1016,1033,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2645,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,41125,500,20110614,28048,14024126000,12,,0,,N,N,361,22,9,9,5,20230331,741,,N,N,N
131180,KR7131180002,딜리,ST,3,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1401,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,60154,100,20110131,29350,2935000000,12,,0,,N,N,55,-1,3,5,3,20230331,411,,N,N,N
131220,KR7131220006,대한과학,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7220,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,43648,500,20111011,7454,3727245000,12,,0,,N,N,152,10,11,9,7,20230331,538,,N,N,N
131290,KR7131290009,티에스이,ST,2,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,42600,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,120775,500,20110105,11061,5530714500,12,,0,,N,N,446,-66,-39,-41,-5,20230331,4712,,N,N,Y
131370,KR7131370009,알서포트,ST,2,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3960,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,49403,100,20110105,53267,5326708300,12,,0,,N,N,96,3,13,11,5,20230331,2109,,N,N,N
131400,KR7131400004,이브이첨단소재,ST,3,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7810,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7893018,500,20101227,59194,29597089500,12,,0,,N,N,166,2,8,8,4,20230331,4623,,N,N,N
131760,KR7131760001,파인텍,ST,3,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1205,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,426254,500,20150817,42666,21463396500,12,,0,,N,N,119,-9,-14,-12,-14,20230331,514,,N,N,N
131970,KR7131970006,두산테스나,ST,2,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,37500,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,120377,500,20131022,14759,7379788500,12,,0,,N,N,2777,672,611,523,18,20221231,5534,391,N,N,Y
133750,KR7133750000,메가엠디,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2495,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,54667,500,20151218,23407,11703538500,12,,0,,N,N,87,-31,-28,-27,-17,20230331,584,,N,N,N
134060,KR7134060003,이퓨쳐,ST,3,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6340,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,17934,500,20110427,4769,2384625000,12,,0,,N,N,111,18,21,29,14,20221231,302,,N,N,N
134580,KR7134580000,탑코미디어,ST,3,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5220,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,31587,500,20131126,20059,10029922000,12,,0,,N,N,68,-10,-2,-2,-2,20230331,1047,,N,N,N
136410,KR7136410008,아셈스,ST,3,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11380,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,22627,500,20220207,11019,5671183000,12,,0,,N,N,121,16,23,19,12,20230331,1253,,N,N,N
136480,KR7136480001,하림,ST,2,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3070,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,249546,500,20110502,106209,53104851000,12,,0,,N,N,3147,3,-97,-97,-13,20230331,3260,HRM,N,N,N
136510,KR7136510005,스마트솔루션즈,ST,2,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,11600,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20111118,47492,23746428500,12,,0,,N,N,4,-20,-22,-22,-36100000,20230331,5509,,N,N,N
136540,KR7136540002,윈스,ST,3,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12500,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,23504,500,20110502,13864,6932081000,12,,0,,N,N,185,15,29,23,5,20230331,1733,,N,N,N
137080,KR7137080008,나래나노텍,ST,3,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9820,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,161685,500,20220208,11059,6435671000,12,,0,,N,N,175,-17,-13,-12,-4,20230331,1086,,N,N,N
137400,KR7137400008,피엔티,ST,1,0,1009,1027,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,54200,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,348227,500,20120706,22741,11370599000,12,,0,,N,Y,1041,173,228,166,27,20230331,12325,,N,N,Y
137940,KR7137940003,넥스트아이,ST,3,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,553,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,258755,100,20110614,78320,8047839200,12,,0,,N,N,27,-37,-10,-10,-1,20230331,433,,N,N,N
137950,KR7137950002,제이씨케미칼,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7810,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,112458,500,20110808,22267,11133907000,12,,0,,N,N,1089,82,122,105,25,20230331,1739,,N,N,N
138070,KR7138070008,신진에스엠,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2720,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,69758,500,20111128,17503,8751602000,12,,0,,N,N,146,13,12,11,6,20230331,476,,N,N,N
138080,KR7138080007,오이솔루션,ST,2,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16820,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,87159,500,20140227,10624,5312047500,12,,0,,N,N,155,-67,-52,-52,-14,20230331,1786,,N,N,N
138360,KR7138360003,협진,ST,3,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1219,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,284068,500,20131108,34611,17305992000,12,,0,,N,N,150,9,-66,-61,-14,20221231,421,,N,N,N
138580,KR7138580006,비즈니스온,ST,3,1007,1017,1036,,N,N,,N,,,,,N,,,0,,,N,,,,,N,12800,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,82387,500,20171130,22556,11278081500,12,,0,,N,N,151,50,50,40,21,20230331,2887,,N,N,N
138610,KR7138610001,나이벡,ST,3,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15810,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26142,500,20110713,9957,4978739500,12,,0,,N,N,217,6,-51,-38,-12,20221231,1574,,N,N,N
138690,KR7138690003,엘아이에스,ST,3,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,982,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20110602,23268,11634130000,12,,0,,N,N,14,-92,-72,-72,-36100000,20230331,228,,N,N,N
139050,KR7139050009,시티랩스,ST,3,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,426,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,1106789,500,20110729,106494,53247003000,12,,0,,N,N,54,-3,280,280,226,20230331,453,,N,N,N
139670,KR7139670004,키네마스터,ST,3,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23594,500,20111202,13851,6925822000,12,,0,,N,N,47,10,11,9,30,20230331,929,,N,N,N
140070,KR7140070004,서플러스글로벌,ST,3,0,1011,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4455,1,1,N,N,N,0,N,N,N,0,0,0,40,N,90,1078426,100,20170125,36988,3698800000,12,,0,,N,N,475,63,51,38,8,20230331,1647,,N,N,N
140410,KR7140410002,메지온,ST,2,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,26000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,219128,500,20120120,26742,13371009000,12,,0,,N,N,78,-46,-25,-25,-42,20230331,6952,,N,N,N
140520,KR7140520008,대창스틸,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2895,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,22924,500,20141205,21109,10554621500,12,,0,,N,N,1048,38,37,38,10,20230331,611,,N,N,N
140670,KR7140670001,알에스오토메이션,ST,3,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,14670,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,42093,500,20170811,9303,4651570000,12,,0,,N,N,251,5,4,4,4,20230331,1364,,N,N,N
140860,KR7140860008,파크시스템스,ST,1,0,1009,1029,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,163500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,50445,500,20151217,6950,3475254500,12,,0,,N,Y,275,22,27,26,9,20230331,11364,,N,N,Y
141000,KR7141000000,비아트론,ST,3,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9330,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,20716,500,20120504,12114,6057355000,12,,0,,N,N,25,-31,-4,-3,-1,20230331,1130,,N,N,N
141020,KR7141020008,디에스앤엘,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3735,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20130129,11700,5850266500,12,,0,,N,N,398,-72,-122,-132,-993,20221231,437,,N,N,N
141080,KR7141080002,레고켐바이오,ST,1,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,41100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,225182,500,20130510,26489,13244982000,12,,0,,N,Y,77,-182,-177,-177,-34,20230331,10887,,N,N,N
142210,KR7142210004,유니트론텍,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4560,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,167793,500,20160202,18854,9427357500,12,,0,,N,N,1271,78,45,53,19,20230331,859,,N,N,N
142280,KR7142280007,녹십자엠에스,ST,3,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4805,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33160,500,20141217,21117,10558641500,12,,0,,N,N,234,12,20,20,23,20230331,1014,,N,N,N
142760,KR7142760008,비엘,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3875,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,119839,500,20160707,31448,15724298500,12,,0,,N,N,261,-20,-10,-9,-17,20230331,1218,,N,N,N
